Date,SPY,AAPL,MSFT,AMZN,NVDA,GOOGL,TSLA,GOOG,BRK-B,META,UNH,XOM,LLY,JPM,JNJ,V,PG,MA,AVGO,HD,CVX,MRK,ABBV,COST,PEP,ADBE,WMT,KO,CSCO,CRM,MCD,ACN,BAC,TMO,CMCSA,PFE,LIN,ORCL,ABT,NFLX,DHR,AMD,WFC,DIS,PM,TXN,INTC,AMGN,COP,INTU,VZ,CAT,NEE,IBM,UNP,HON,BMY,LOW,GE,SPGI,QCOM,AMAT,BA,UPS,NKE,NOW,T,GS,BKNG,MS,MDT,SBUX,ELV,PLD,RTX,DE,TJX,ISRG,ADP,MMC,MDLZ,SYK,BLK,GILD,LMT,CVS,VRTX,AXP,REGN,CB,ADI,CI,ETN,SLB,PGR,SCHW,LRCX,ZTS,C,BSX,AMT
2022-09-02,-0.010600373598705914,-0.013704574898052435,-0.0168071336943294,-0.002428215641641529,-0.021027477448635423,-0.017372559115043096,-0.02539557003494508,-0.01706014988234994,-0.016997302439790474,-0.030953059861750454,-0.014706886012526788,0.018157250720299167,-0.025555967011722025,-0.007010734207192115,-0.015849976544614286,-0.01191303787164788,-0.017919349435057796,-0.008304946830796744,0.01654893326674234,-0.0050232404485859306,0.014742288043301244,-0.010612817030804855,-0.01579770508489542,-0.01919403245612994,-0.012750802319748011,-0.006471069069251989,-0.011066390462819875,-0.013804485807906275,-0.015576648844829233,0.0010416184750061674,-0.00767152058477194,-0.016479124358709463,-0.0011958302498515927,-0.013159337260804094,-0.0313817583737519,-0.020145892683734345,-0.005136092762615618,-0.008267855234922905,-0.02257260328741051,-0.017231565469947974,-0.016345422601819593,-0.025713466874360158,-0.007349459751314402,-0.011889489037322676,-0.020418552286885827,-0.01920101234503324,-0.017148758866047054,-0.012831521933915901,0.02507134297396174,-0.01286745437281489,-0.012273044479290895,-0.00886409494306939,-0.013421379374332076,-0.014527337091893244,-0.009422266943658997,-0.020338663621283004,-0.006971694775037562,-0.0012779329676719797,-0.008934146900888784,-0.01240714976320767,-0.011145685237391234,-0.006227771438058305,-0.01204674077513257,-0.0028523471598722594,-0.004199475408106501,0.009132300081278188,-0.017873087503603724,-0.00607535663368175,-0.007912406716077847,0.0026655144209710713,-0.015137226545226312,-0.029228642282402184,-0.01682901369915424,-0.019579124791714086,-0.005010955261171901,-0.004269903981727552,-0.005025199184245821,-0.011908984545125456,-0.03088348099637006,-0.014248649638001432,-0.020212624609341923,-0.01422877125528732,-0.01026520874713377,-0.017551069909021777,-0.00960559129037275,-0.004915443416051879,-0.03207334181939725,-0.008773786301107478,-0.03388262316688806,-0.006579214244810672,-0.013764797746086188,-0.0011811612632062207,-0.010649776645140996,0.03257102371763532,-0.010483176880090816,-0.01942903938606566,-0.004244798977360631,-0.01536125324391513,0.001844482325092489,-0.012273103869652413,-0.026708132435679488
2022-09-06,-0.0037803607577684417,-0.00824902349162393,-0.011034582210907473,-0.01104025868312597,-0.013425968518419928,-0.009689817914125598,0.015460425709335368,-0.011102972898687113,-0.0038971542214376598,-0.011164978303060735,0.002572473932498376,-0.006717729980868725,0.018055356937493272,0.0002637728743302148,0.0026998766649120043,0.0044400258896279965,-0.01121772532722165,0.004701211341506806,-0.004046344874211627,-0.008117868980308529,-0.004635260513169648,0.0022009214307798786,0.009566658301828568,-0.0004043972586345035,-0.0067615113242425195,0.0004344495189405606,-0.004974695909688798,0.0004904608886002748,-0.002694705700331923,-0.012900876220641955,-0.0004716079120674621,-0.0021496669034313243,-0.011129604966784612,0.002939472145579991,-0.028937998538353327,0.0013121101501507582,-0.002776498589073917,-0.011447145872081954,0.002046666516428708,-0.034739160248398626,0.011293693935577664,-0.01912485328120539,-0.011593001478254816,-0.010032178089661947,-0.004559108774189191,0.000613433267240282,-0.027932969670904306,-0.0006189965953264931,-0.014893545248216178,-0.0030995426512019364,-0.004854470892292628,-0.0009404589184773826,0.026207430490721606,-0.008408332983386835,0.017879685074255747,-0.006926360388016306,0.0005828270627379339,-0.013128482397594787,-0.0037346778261664326,0.02600859605308159,-0.014187967424084569,-0.010466710643139976,0.0037473630438054073,-0.00045917718142440833,-0.005595322733114472,-0.009341345063293538,-0.023544248087096875,-0.015168200787358366,-0.012626268516974015,-0.014808138925053171,-0.011534207256856277,0.018870714903284735,-0.010406848764528576,0.01554843776018533,-0.00492118055760038,-0.0032076109538818898,-0.009967661662987126,-0.00674926815869803,-0.0014266765771040468,0.008078495509722394,-0.012093223470385439,-0.005067784268665498,0.012853602658760899,-0.006760542265992875,-0.0018891804030829462,-0.007165584238365774,-0.006640329970299952,-0.007976024701793705,-0.011519409889361398,-0.0023604361798783557,-0.002694959876365921,-0.004651713973097493,0.008413357759750717,-0.014218646397448964,0.0005716041011343265,0.0018464599019543115,-0.008051575967161995,-0.0008921748928747419,-0.012775837432664972,-0.0027204417895547728,0.013187480607491864
2022-09-07,0.017805542459928603,0.009211326992110358,0.018931143292626018,0.026371848267872977,0.01862051034102219,0.024416260182329452,0.03325755724733881,0.027529724595812155,0.01596078915615884,0.011601459858370688,0.007697008495756386,-0.008567346065454728,0.015459105655293293,0.018812656414799456,0.005439320541726467,0.008920967124424806,0.015001626292492354,0.01391163605714052,0.013814103976746317,0.027019890307244054,-0.012875415131528456,0.0051936289337382036,0.008107330093870324,0.020486354784189587,0.021823781087468852,0.0305363507782328,0.02536685601549049,0.018301590589397065,0.012292035830835601,0.0102295842867548,0.01571761241951286,0.011574553129571896,0.015308539588632097,0.011979445740641914,0.006884504956218951,0.008053139651132746,0.031596244504831006,0.008899701292128803,0.019189665336407202,0.04726489568345027,0.018147516844914335,0.011242460214472061,0.02214102167933296,0.023342526963659793,0.005405062874483946,0.016539348059093406,0.00950671896445332,0.010554167371956247,-0.017364230468166042,0.038714529021111055,-0.0004865584205955287,0.0011064561322831068,0.03232080063013232,0.007782167169592569,0.003546580830978918,0.01862924801779542,0.0016010701898130364,0.04231334259671726,0.019487363590005913,0.018714491308375436,0.015121617832768663,0.018109609357765954,0.023092406077218186,0.0016824947995237594,0.031177869913001643,0.031307229532681724,0.004753354504232199,0.012388858743457298,0.03124490116488321,0.020118233389007756,0.010501519626415323,0.04386510231963481,0.016673546531754013,0.022602046902862938,0.0033215949830509572,0.013425204670928892,0.04584037701152255,0.041490047141470754,0.014921332672838794,0.024395127127749383,0.02339099614808049,0.040977986642782405,0.018849987698006387,0.021845239861616683,0.00563301681857542,0.019558197562950852,0.01866563203549454,0.02426561350701295,0.03840157345587514,0.016922569737242377,0.016526085285220482,0.016514899569179953,0.02009133140142616,-0.008062308635861104,0.03781294116292422,0.01855816135550903,0.012203832658247649,0.022444581245879114,0.008466827134768984,0.026635660722680754,0.020714090379222228
2022-09-08,0.006515066755846455,-0.00966436934327497,0.0016647710584223319,0.0026225313608927436,0.019925719115213347,-0.009824254101511443,0.019408588103552837,-0.009640865897786455,0.008150535852407437,0.010358281576986705,0.011113521014223693,0.008146008900878243,0.012438256045475882,0.0230286219396314,0.008013213342368708,0.001445861599301601,0.0013064756315692705,0.004402709775704672,0.013372092309718475,0.008135736322191,0.005400956495221543,0.006311421785254012,0.012964343314829208,-0.000982175869965296,-0.0033533684068025593,0.01024441780265839,0.005070260005012983,-0.0030539807918241735,0.007744137074904067,0.023342313799526337,0.006403146725403985,0.004175943436978358,0.03166511542757533,0.02654242464512091,-0.01759235417609073,0.020384860471826194,-0.006739883822032944,0.0021456025117938538,0.02163628879016688,-0.006660870244894035,0.03759475689779279,0.039046748578651425,0.031213845915551097,-0.003199718253901196,0.010618889834987044,0.015498633293161035,0.0032573639530064646,0.002692604863304915,0.014506361442572668,0.008577959237241473,0.005825203482598962,0.012582317040917168,0.0003323236501726612,0.005933351818305788,0.006752017116324893,-0.006738899450908775,0.008976420671626961,0.01518473190968006,0.0025789389207631075,0.009663429699807047,0.001942157036649128,0.019921986042198192,0.011729566867939134,-0.0008153523323715106,0.0023018843665729705,0.014772340305869491,-0.00594532723996366,0.014476006262169605,0.017769601235350763,0.018026647435203103,0.008914391679518907,0.01293821610488255,0.011530514080216214,0.01005754707555262,-0.010229443189887277,0.006917052716801209,0.009523174477217289,0.018372437629511573,0.005221441685641537,0.004279323742010455,-0.007681678178982132,0.042046465535173994,0.0259138686476712,0.004773236942845038,-0.0011670061962636424,0.015571489181763987,0.015869708787691117,0.008307098379127353,0.17266525163004687,0.007356339312257099,0.009444218359464074,0.0024453332872482747,0.013848715862839533,0.02951150484385101,0.015755714631074724,0.018903570248516743,0.016438239252337006,-0.01197913450454724,0.025780421949784582,0.02946276306754747,0.008327491435951018
2022-09-09,0.015415783832603225,0.018664451530668202,0.022716889922060446,0.026228246079758044,0.027982244359543884,0.020728542114486714,0.035389243120969915,0.02133897453792244,0.008539677150356084,0.04281923506377083,-0.0028946475513214054,0.016613879969819223,0.006949012245752506,0.004794578254298187,0.0019329267513725767,0.02212407659206761,0.015118147854924935,0.017359910366550935,0.020245663457451712,-0.0004336504218942494,0.025450783921766806,-0.000915549592014564,0.0063842666400484305,0.014000335593264523,0.0031801815490508645,0.02865008573200889,0.0030009658205605305,0.003214400686117891,0.008777808570133772,0.03562304850763631,-0.0021555347881063724,0.008954212543458517,0.008334487442016147,0.005000244830649869,0.03037488375841013,0.01601380297364008,0.010929428197470337,0.016738053649007156,0.013830475317147872,0.026595371882715213,0.00802059361626295,0.03174490021297505,0.002208715849958409,0.025055136620365737,0.014947219930266264,0.013740420037245293,0.02282687885314294,0.009084741196127233,0.03314117565576957,0.024723720703030416,0.02202104890879486,0.03403071707710037,-0.004107115485879831,0.005588720054376495,0.006663531451351901,0.020395273832158445,0.01117970758768827,0.006194633962779861,0.0036533185962088766,0.006409091345336293,0.024531677439787458,0.028588484401702807,-0.0017125309603454042,0.012968004739752459,0.02039218757394501,0.04183931313676226,0.015384973174150218,0.013975581107274593,0.0385996172578702,0.011467266028693857,0.02071912330123915,-0.008644388177195594,0.008647459748558184,0.013357364897133017,0.016953565890959865,0.010179255965463874,0.0022542273886587694,0.029995405884176485,0.00970722488754916,0.0029426185743810507,0.006215313255939492,0.043179849045255736,0.005103281180218744,0.0027611637974267467,0.00446992934893764,-0.0010762421715657666,0.010738341473886415,0.03154511399225779,0.021589388645902652,-0.0005639892184232664,0.013385305103573941,0.007300002371565029,0.017096743114203505,0.03804119647955995,-0.004187653523229251,0.018687182972728422,0.026115569749932455,0.036063261307616834,0.015312895991194786,0.005370707722671231,-0.0003058461036493654
2022-09-12,0.010690307719179337,0.0377851411516934,0.008246895039904167,0.023581049562379164,0.008168370848132156,0.0018960684399740302,0.015693154218149097,0.0008048647802718634,0.009542529069097583,-0.0011238178074215455,0.013092410581463376,0.011436998275348387,-0.007836800686683354,0.01176245078343996,-0.0004225868039826608,0.006944619711227951,0.008112240360512502,0.007623060588180408,0.012668321069642552,-0.00746670554605533,0.015691749882433825,0.009344822100545436,0.005781655633310123,0.005464261605152565,0.003917903456982508,0.003994206164529501,0.008948348332867617,0.002884146213461669,0.013670614963737115,0.018524745146125454,0.0032698752457340774,0.016080618557060333,0.009400393443779187,0.017047345941209713,0.007311468155995815,-0.0016737182882931023,0.025726265283886995,0.015295225016581426,0.007439096019655089,0.012593197534730649,0.010583645484327775,-0.009524418158104453,0.004402240003836155,0.010450490283554714,0.006162956110979501,-0.0009376532999771925,0.0031736295828772576,-0.041505154661682475,0.021382703212537102,0.011795994196408088,0.012235296820746644,0.015240124870973482,0.010071374911623465,0.011314408462864911,0.009784676316954233,0.0017721870639713089,0.030875314978228374,0.0036403122991641723,0.01714021115810116,0.005614544799424692,0.007168405557170132,-0.002178426022398483,0.007589190112494926,0.007421303144875324,0.012626004338253338,0.013230410984572671,0.020343492905273042,0.007265461453948241,0.01616814781142839,0.007683339522714938,0.025635425229593167,0.00427537804369571,0.00012152862851522173,0.004387338779475947,-0.0027297068143514736,0.0047703171132704725,0.005389239013431357,0.0031578362625763745,-0.0014336910900007993,0.003770820162277033,0.009250967890746864,0.007925042823958783,0.0019392932800839091,0.040969238777040395,-0.006879475333549934,0.008674945886937735,0.0046791390187976845,0.02499414992166571,-0.01892662663433864,0.010102632451058469,0.009489135428471407,0.004463472249097045,0.012955280575027928,0.012531447074838109,0.0032586308308237832,0.00508490477898782,-0.00774985153812402,0.012339248567585948,0.003939342990630479,0.0120371826562935,0.013291038514825715
2022-09-13,-0.0444562250614986,-0.06047168976352513,-0.05654742276235325,-0.07318946689638572,-0.09951766192327494,-0.060805054833701355,-0.04120944376683244,-0.06042914727472315,-0.036066014273719915,-0.09837477546870943,-0.033087245163023304,-0.02363543430508752,-0.02811823384428891,-0.03536687045941278,-0.026364756323956406,-0.03426375276509219,-0.02091192070772152,-0.03910960094798277,-0.04922034949860077,-0.0681796258730829,-0.019198549838876033,-0.021555658914040876,-0.026428950091762715,-0.055681221370428524,-0.03803448417760524,-0.07318065102411353,-0.020857684129993892,-0.033019140239466616,-0.05061293267191935,-0.046528632985740614,-0.02347101914589178,-0.04765284568454753,-0.036672184966716426,-0.03401539282450017,-0.06451978828983451,-0.033425148027727225,-0.030790944052607294,-0.013584201449498678,-0.03207651369964282,-0.0809838073015321,-0.040785161338438236,-0.09421201291232517,-0.05206804987243441,-0.040592879517884484,-0.037984669615894084,-0.04760372266188373,-0.07464426730102769,-0.04633973681443315,-0.018172606193206597,-0.05893094430295598,-0.023903453439179323,-0.04295737124984633,-0.02170729543938066,-0.02644493395912839,-0.03418740834801692,-0.037403953998746076,-0.018410670942165197,-0.06386686370023842,-0.06132187285613799,-0.04118670489955445,-0.06259547693755962,-0.06333464985785131,-0.07460245358692941,-0.03798051452377926,-0.061091941293108576,-0.05150438565886262,-0.032157181773647014,-0.04230337008826801,-0.04704328248364842,-0.03499228146120359,-0.019081690287791275,-0.01390559927922741,-0.02689494601151221,-0.040118093937048016,-0.04758369039801025,-0.029107175707092203,-0.036799139591598085,-0.04901544086697296,-0.03712247278450498,-0.04209475700310428,-0.03317757737952398,-0.026133333347480026,-0.07740213375335259,-0.04373040257446714,-0.02248972200603916,-0.02545731416674002,-0.0446298830210603,-0.04468950988886444,-0.013242564926885692,-0.01937621984632454,-0.04870978197583842,-0.02523498047599748,-0.03516159561235277,-0.04274366222242865,-0.018686289652043442,-0.026646657117104233,-0.05796872761088956,-0.03275181916091974,-0.037453033057406326,-0.02989477676799046,-0.04025790842881438
2022-09-14,0.003808620138875618,0.009510142824460388,0.0009123132158590508,0.013549198777235816,-0.00022838898141674946,0.006497251979180163,0.03524587237725463,0.005303592290970549,0.0004670438728444637,-0.010899674338209486,-0.00818592801575413,0.024249851136596945,0.010160872224296291,-0.0023223735180843974,0.0204308316091808,-0.0013028947553772596,0.00238545374665744,0.0012590184090113254,0.013998710752840537,-0.005737055836029015,0.023925786105182034,0.01576479032067546,0.007336103869941546,-0.00451738747350916,0.007557568813663096,0.008460468579229108,-0.0022211502467577304,0.00527787865333007,-0.0034063882351191843,0.013694497362772395,0.005450447656102142,-0.010677686603038694,-0.0038308849492922903,-0.0024872124563772857,0.02973879752432751,-0.0008663136175552921,0.003460744205701083,-0.05292815353069802,-0.0005671014802031138,0.027090362135420598,-0.00017749792079690963,0.005437584745290103,0.0013872071225482507,0.006599488800278053,-0.0034093373598782506,0.01591941959820886,-0.0037627076734167986,0.00553868865298579,0.04678290484592296,0.017387635411071578,-0.011321475167972661,0.0018430032297560572,0.00022502491454634566,0.0034519002387529696,-0.037551623786612254,-0.027457401654563007,-0.00805574854185398,-0.006424471997079628,-0.011500106393407705,-0.015120258608352088,0.020598054138954325,0.0027619931956737176,0.013150521954611527,-0.009122631074367504,0.012034788693247478,0.01123245904229897,-0.0035712843057762456,-0.003446840673436924,0.023960919450265905,0.0014922076272707585,0.0033160049856348905,0.05385147447055605,-0.021985427119152412,-0.026166146373783228,0.031509843737809184,-0.006627989708625215,-0.003102699411723364,-0.002937114292415721,-0.002470560200776184,-0.010523209817005608,0.005994001979772179,0.001504399989808114,-0.002064393808036691,0.012504986404962892,0.017676817668601963,0.005955511614638809,0.014818130543001296,0.006096639293723172,-0.005389567049315147,0.00031055035850968693,0.013400447996168907,-0.009598827563140233,0.00413172326529665,0.04498269659594234,0.010441607914951412,-0.002745408118059345,0.003039550952077974,-0.0047320278555416095,-0.011700799383589366,-0.002611277448199001,-0.01109694993075383
2022-09-15,-0.011418190343547074,-0.019111491918987866,-0.027493625303592673,-0.017816301278241298,-0.015274514499988179,-0.020105491440609136,0.003760196488657108,-0.018783037337467334,-0.006196881491320028,-0.012756787004764014,0.025449702135537322,-0.029508589502310834,-0.0004522403074327386,0.014958155114934257,0.0025473967040658962,-0.02046791687085303,-0.007755168137374646,-0.027661514138211274,-0.02099218062391639,-0.017522618070117346,-0.016363919997727017,-0.002302690457582024,0.020989039400462595,-0.008897665364433038,-0.016738793224086557,-0.18384075232961816,-0.010805235197477892,-0.01368051085973132,-0.01535836224481546,-0.03491753214733162,-0.008837611675565071,-0.016908812927892924,0.01871929469380129,-0.011080125448595268,-0.013728989181161833,-0.004560817441925824,-0.012889282379711098,-0.026413420115422248,-0.006829762402285944,0.04901965030415578,0.0006388294504766634,-0.010252415997351605,0.01967577482044014,-0.015497269198778696,0.0036220404063893596,-0.01579640332101917,-0.011720203407393104,-0.0020184546112345103,-0.01843410977290727,-0.03427738200340613,-0.006074665514296029,-0.011766599582978543,-0.03282356525841479,-0.017379462212505636,0.0018793646456565227,-0.017431827191792593,0.018418545771588413,-0.007041860674788403,-0.01612238829395718,-0.011744216285323184,-0.02019789531909577,-0.01915855560177082,0.00347782594011381,-0.03170813855538768,-0.01411783014528023,-0.049145431981260757,-0.0005965513862697946,0.01323467582427007,-0.005407545984105866,0.012312087669306138,0.0,-0.005191342300501667,0.031862415011484124,-0.040966541400814016,-0.00918563363406566,-0.005919476999573625,0.008047037557203929,-0.0055185868721627784,-0.016208753105858342,-0.01216345909084282,-0.01118448799224403,0.002340377191257126,-0.01761900650623982,-0.0027654068549241018,-0.007323378694443328,0.012391884239724149,0.00981625617537496,-0.001088347780385135,0.011728181587303155,-0.0014041383188212464,-0.015967016083577867,0.020487040827502412,-0.014004098256820363,-0.015275030767477826,-0.0074471507010684945,-0.002339402793761991,-0.019924077858910927,-0.0065746373855049,0.000206444113485027,0.0030853471362184415,-0.027211461969851136
2022-09-16,-0.007658193592673612,-0.01102069953840168,-0.0026116261966739884,-0.0220176223173576,0.02059244764754986,-0.001069476512970624,-0.0013177204873180415,-0.0026020831074804462,-0.006853987650920601,-0.022039899996304513,-0.003620880214416644,-0.017230780103156818,-0.0018760166900655406,-0.006724898031563065,0.015149966710868767,-0.010651769939239664,0.006093219393402904,-0.005790325072227098,0.004707624143197364,0.016182756336287518,-0.026304834241532404,0.011119523642387108,0.010817768162603159,0.0012703230854302916,0.006549468568500139,-0.03164749901630781,-0.0021001212257134583,0.00016794184470114715,0.00023076547567502104,-0.021353151010909066,0.005665090733089961,-0.004318060679306512,-0.011365226283445828,-0.019574979647240198,0.01517839089801809,0.001957161065076818,0.0016246176629897136,-0.02027828929529374,-0.010140697199060078,0.019979213490515235,-0.01735397386690707,-0.001958634746723753,-0.00454144254583877,-0.023012585563097154,0.01603408408365148,0.01579640332101917,0.013774173986217164,0.01517024070211992,-0.021252337150186484,0.0020825590889748113,0.0053477028758681655,-0.016687339919831068,-0.014285967536888045,0.014084656656518035,-0.029558729991481236,0.002766830701833811,-0.0036287892520405762,0.004022408329258376,-0.03725490755063099,-0.0028566271512673325,-0.00024021741681412578,-0.0005624196414313332,-0.03734242934900944,-0.04584577478755225,-0.01316694440125854,-0.02263984843639477,-0.001194044123737914,-0.01644846353909646,-0.041913497126850885,-0.009448527791202643,-0.004091300747857574,-0.00991678841032062,-0.010563874431774423,-0.02218549578204243,-0.004800727276164984,-0.011973011837478786,-0.0033964653056637317,-0.016061879554366776,0.01261999096643951,-0.0035119029807857416,0.012179987626521616,-0.02442255429015283,-0.008895579275733922,0.009188463486824006,0.001691073056037773,-0.0024465214163926774,0.007066356557019482,-0.01972835467012768,0.006284682780845152,-0.0152594358674909,0.009691358839494235,0.0013441107729823543,-0.020331314693446956,-0.03231060146469744,-0.01746222515005602,-0.00983032878220147,-0.01025955708352555,-0.011880848537237476,-0.006835802718045958,-0.011919091953077388,0.0033812050670141147
